store_id,first_name,last_name,active,email,address,city,country
1,ANGEL,BARCLAY,1,ANGEL.BARCLAY@sakilacustomer.org,"496 Celaya Drive",Ueda,Japan
1,NICHOLAS,BARFIELD,1,NICHOLAS.BARFIELD@sakilacustomer.org,"1163 London Parkway",Belm,Brazil
1,RACHEL,BARNES,1,RACHEL.BARNES@sakilacustomer.org,"586 Tete Way",Kamakura,Japan
1,DAISY,BATES,1,DAISY.BATES@sakilacustomer.org,"661 Chisinau Lane",Kolpino,"Russian Federation"
1,JEAN,BELL,1,JEAN.BELL@sakilacustomer.org,"1114 Liepaja Street",Kuching,Malaysia
1,CHESTER,BENNER,1,CHESTER.BENNER@sakilacustomer.org,"1574 Goinia Boulevard",Suihua,China
1,REGINA,BERRY,1,REGINA.BERRY@sakilacustomer.org,"475 Atinsk Way",Jinchang,China
1,MIGUEL,BETANCOURT,1,MIGUEL.BETANCOURT@sakilacustomer.org,"319 Springs Loop",Erlangen,Germany
1,HENRY,BILLINGSLEY,1,HENRY.BILLINGSLEY@sakilacustomer.org,"1516 Escobar Drive",Nukualofa,Tonga
1,VALERIE,BLACK,1,VALERIE.BLACK@sakilacustomer.org,"782 Mosul Street",Brockton,"United States"
1,DEREK,BLAKELY,1,DEREK.BLAKELY@sakilacustomer.org,"118 Jaffna Loop",Gingoog,Philippines
1,MATHEW,BOLIN,1,MATHEW.BOLIN@sakilacustomer.org,"163 Augusta-Richmond County Loop",Valencia,Venezuela
1,DON,BONE,1,DON.BONE@sakilacustomer.org,"596 Huixquilucan Place",Naala-Porto,Mozambique
1,LEON,BOSTIC,1,LEON.BOSTIC@sakilacustomer.org,"734 Tanshui Avenue",Florencia,Colombia
1,DERRICK,BOURQUE,1,DERRICK.BOURQUE@sakilacustomer.org,"1153 Allende Way",Gatineau,Canada
1,CLIFFORD,BOWENS,1,CLIFFORD.BOWENS@sakilacustomer.org,"207 Cuernavaca Loop","Nabereznyje Telny","Russian Federation"
1,CAROLINE,BOWMAN,1,CAROLINE.BOWMAN@sakilacustomer.org,"1309 Weifang Street",Tallahassee,"United States"
1,BYRON,BOX,1,BYRON.BOX@sakilacustomer.org,"521 San Juan Bautista Tuxtepec Place",Zhezqazghan,Kazakstan
1,EMMA,BOYD,1,EMMA.BOYD@sakilacustomer.org,"765 Southampton Drive",Qalyub,Egypt
1,RUSSELL,BRINSON,1,RUSSELL.BRINSON@sakilacustomer.org,"1642 Charlotte Amalie Drive",Tychy,Poland
1,ELIZABETH,BROWN,1,ELIZABETH.BROWN@sakilacustomer.org,"53 Idfu Parkway",Nantou,Taiwan
1,TIMOTHY,BUNN,1,TIMOTHY.BUNN@sakilacustomer.org,"981 Kumbakonam Place",Braslia,Brazil
1,EDWIN,BURK,1,EDWIN.BURK@sakilacustomer.org,"1766 Almirante Brown Street",Newcastle,"South Africa"
1,LYDIA,BURKE,1,LYDIA.BURKE@sakilacustomer.org,"1483 Pathankot Street","San Miguel de Tucumn",Argentina
1,SIDNEY,BURLESON,1,SIDNEY.BURLESON@sakilacustomer.org,"1405 Hagonoy Avenue",Czestochowa,Poland
1,APRIL,BURNS,1,APRIL.BURNS@sakilacustomer.org,"483 Ljubertsy Parkway",Dundee,"United Kingdom"
1,COLLEEN,BURTON,1,COLLEEN.BURTON@sakilacustomer.org,"430 Alessandria Loop",Saarbrcken,Germany
1,LEROY,BUSTAMANTE,1,LEROY.BUSTAMANTE@sakilacustomer.org,"105 Dzerzinsk Manor",Tongliao,China
1,DEANNA,BYRD,1,DEANNA.BYRD@sakilacustomer.org,"862 Xintai Lane",Tuguegarao,Philippines
1,KAY,CALDWELL,1,KAY.CALDWELL@sakilacustomer.org,"85 San Felipe de Puerto Plata Drive",Yantai,China
1,CHAD,CARBONE,1,CHAD.CARBONE@sakilacustomer.org,"1948 Bayugan Parkway",Katihar,India
1,TERRY,CARLSON,1,TERRY.CARLSON@sakilacustomer.org,"752 Ondo Loop",Miyakonojo,Japan
1,LORETTA,CARPENTER,1,LORETTA.CARPENTER@sakilacustomer.org,"891 Novi Sad Manor",Oshawa,Canada
1,JUNE,CARROLL,1,JUNE.CARROLL@sakilacustomer.org,"757 Rustenburg Avenue",Skikda,Algeria
1,TIM,CARY,1,TIM.CARY@sakilacustomer.org,"1257 Guadalajara Street",Bijapur,India
1,GERTRUDE,CASTILLO,1,GERTRUDE.CASTILLO@sakilacustomer.org,"850 Salala Loop",Nuuk,Greenland
1,PHILIP,CAUSEY,1,PHILIP.CAUSEY@sakilacustomer.org,"954 Lapu-Lapu Way",Korolev,"Russian Federation"
1,KRISTINA,CHAMBERS,1,KRISTINA.CHAMBERS@sakilacustomer.org,"544 Tarsus Boulevard","Valle de la Pascua",Venezuela
1,MARIO,CHEATHAM,1,MARIO.CHEATHAM@sakilacustomer.org,"1924 Shimonoseki Drive",Batna,Algeria
1,NELSON,CHRISTENSON,1,NELSON.CHRISTENSON@sakilacustomer.org,"1764 Jalib al-Shuyukh Parkway","Santiago de Compostela",Spain
1,MICHELLE,CLARK,1,MICHELLE.CLARK@sakilacustomer.org,"262 A Corua (La Corua) Parkway",Tangail,Bangladesh
1,BERNARD,COLBY,1,BERNARD.COLBY@sakilacustomer.org,"495 Bhimavaram Lane","Dhule (Dhulia)",India
1,TRACY,COLE,1,TRACY.COLE@sakilacustomer.org,"1002 Ahmadnagar Manor",Huixquilucan,Mexico
1,KATHRYN,COLEMAN,1,KATHRYN.COLEMAN@sakilacustomer.org,"927 Baha Blanca Parkway",Simferopol,Ukraine
1,TOMMY,COLLAZO,1,TOMMY.COLLAZO@sakilacustomer.org,"76 Kermanshah Manor",Qomsheh,Iran
1,DIANE,COLLINS,1,DIANE.COLLINS@sakilacustomer.org,"115 Hidalgo Parkway",Omdurman,Sudan
1,GLORIA,COOK,1,GLORIA.COOK@sakilacustomer.org,"1668 Saint Louis Place",Papeete,"French Polynesia"
1,JOAN,COOPER,1,JOAN.COOPER@sakilacustomer.org,"1717 Guadalajara Lane","Saint Louis","United States"
1,ALLAN,CORNISH,1,ALLAN.CORNISH@sakilacustomer.org,"947 Trshavn Place",Tarlac,Philippines
1,BRETT,CORNWELL,1,BRETT.CORNWELL@sakilacustomer.org,"1197 Sokoto Boulevard","Siliguri (Shiliguri)",India
1,CARLOS,COUGHLIN,1,CARLOS.COUGHLIN@sakilacustomer.org,"97 Mogiljov Lane",Bhavnagar,India
1,BOBBIE,CRAIG,1,BOBBIE.CRAIG@sakilacustomer.org,"86 Higashiosaka Lane","Valle de Santiago",Mexico
1,MAURICE,CRAWLEY,0,MAURICE.CRAWLEY@sakilacustomer.org,"1785 So Bernardo do Campo Street",Coatzacoalcos,Mexico
1,ALBERT,CROUSE,1,ALBERT.CROUSE@sakilacustomer.org,"1641 Changhwa Place",Bamenda,Cameroon
1,KIM,CRUZ,1,KIM.CRUZ@sakilacustomer.org,"333 Goinia Way","Grand Prairie","United States"
1,EUGENE,CULPEPPER,1,EUGENE.CULPEPPER@sakilacustomer.org,"686 Donostia-San Sebastin Lane",Shenzhen,China
1,STEVEN,CURLEY,1,STEVEN.CURLEY@sakilacustomer.org,"651 Pathankot Loop",Miraj,India
1,NORMAN,CURRIER,1,NORMAN.CURRIER@sakilacustomer.org,"1445 Carmen Parkway",Cianjur,Indonesia
1,LEAH,CURTIS,1,LEAH.CURTIS@sakilacustomer.org,"906 Goinia Way",Kalisz,Poland
1,COURTNEY,DAY,1,COURTNEY.DAY@sakilacustomer.org,"300 Junan Street",Uijongbu,"South Korea"
1,MARCIA,DEAN,1,MARCIA.DEAN@sakilacustomer.org,"1479 Rustenburg Boulevard",Tanza,Philippines
1,WADE,DELVALLE,1,WADE.DELVALLE@sakilacustomer.org,"1331 Usak Boulevard",Lausanne,Switzerland
1,HERMAN,DEVORE,1,HERMAN.DEVORE@sakilacustomer.org,"64 Korla Street",Mwanza,Tanzania
1,AMBER,DIXON,1,AMBER.DIXON@sakilacustomer.org,"1029 Dzerzinsk Manor",Touliu,Taiwan
1,LLOYD,DOWD,1,LLOYD.DOWD@sakilacustomer.org,"935 Aden Boulevard",Tegal,Indonesia
1,FREDDIE,DUGGAN,1,FREDDIE.DUGGAN@sakilacustomer.org,"1103 Quilmes Boulevard",Sullana,Peru
1,LEO,EBERT,1,LEO.EBERT@sakilacustomer.org,"1322 Mosul Parkway",Dongying,China
1,JIMMIE,EGGLESTON,0,JIMMIE.EGGLESTON@sakilacustomer.org,"505 Madiun Boulevard",Wroclaw,Poland
1,MELVIN,ELLINGTON,1,MELVIN.ELLINGTON@sakilacustomer.org,"1557 Cape Coral Parkway",Laohekou,China
1,JAVIER,ELROD,1,JAVIER.ELROD@sakilacustomer.org,"195 Ilorin Street",NDjamna,Chad
1,JARED,ELY,1,JARED.ELY@sakilacustomer.org,"1003 Qinhuangdao Street",Purwakarta,Indonesia
1,KURT,EMMONS,1,KURT.EMMONS@sakilacustomer.org,"1421 Quilmes Lane",Kanazawa,Japan
1,TRAVIS,ESTEP,1,TRAVIS.ESTEP@sakilacustomer.org,"289 Santo Andr Manor",al-Qatif,"Saudi Arabia"
1,ANN,EVANS,1,ANN.EVANS@sakilacustomer.org,"909 Garland Manor",Niznekamsk,"Russian Federation"
1,JOHN,FARNSWORTH,1,JOHN.FARNSWORTH@sakilacustomer.org,"41 El Alto Parkway",Parbhani,India
1,BERTHA,FERGUSON,1,BERTHA.FERGUSON@sakilacustomer.org,"1367 Yantai Manor",Ondo,Nigeria
1,MELINDA,FERNANDEZ,1,MELINDA.FERNANDEZ@sakilacustomer.org,"1820 Maring Parkway","Mandi Bahauddin",Pakistan
1,VICKI,FIELDS,1,VICKI.FIELDS@sakilacustomer.org,"68 Molodetno Manor",Witten,Germany
1,MYRTLE,FLEMING,1,MYRTLE.FLEMING@sakilacustomer.org,"532 Toulon Street","Santiago de los Caballeros","Dominican Republic"
1,JULIA,FLORES,1,JULIA.FLORES@sakilacustomer.org,"1926 El Alto Avenue","La Plata",Argentina
1,CRYSTAL,FORD,1,CRYSTAL.FORD@sakilacustomer.org,"659 Vaduz Drive",Ashdod,Israel
1,MICHEAL,FORMAN,1,MICHEAL.FORMAN@sakilacustomer.org,"203 Tambaram Street",Escobar,Argentina
1,ENRIQUE,FORSYTHE,1,ENRIQUE.FORSYTHE@sakilacustomer.org,"1101 Bucuresti Boulevard",Patras,Greece
1,RAUL,FORTIER,1,RAUL.FORTIER@sakilacustomer.org,"1747 Rustenburg Place",Chapra,India
1,HOWARD,FORTNER,1,HOWARD.FORTNER@sakilacustomer.org,"220 Hidalgo Drive",Kermanshah,Iran
1,PHYLLIS,FOSTER,1,PHYLLIS.FOSTER@sakilacustomer.org,"832 Nakhon Sawan Manor",Zalantun,China
1,JACK,FOUST,1,JACK.FOUST@sakilacustomer.org,"1378 Beira Loop",Zeleznogorsk,"Russian Federation"
1,JUAN,FRALEY,1,JUAN.FRALEY@sakilacustomer.org,"469 Nakhon Sawan Street",Teboksary,"Russian Federation"
1,GLENDA,FRAZIER,1,GLENDA.FRAZIER@sakilacustomer.org,"1246 Boksburg Parkway",Qinhuangdao,China
1,CLAUDIA,FULLER,1,CLAUDIA.FULLER@sakilacustomer.org,"346 Skikda Parkway","Jalib al-Shuyukh",Kuwait
1,FELIX,GAFFNEY,1,FELIX.GAFFNEY@sakilacustomer.org,"1059 Yuncheng Avenue",Vilnius,Lithuania
1,RANDY,GAITHER,1,RANDY.GAITHER@sakilacustomer.org,"1618 Olomouc Manor",Kurgan,"Russian Federation"
1,CLARENCE,GAMEZ,1,CLARENCE.GAMEZ@sakilacustomer.org,"767 Pyongyang Drive",Izumisano,Japan
1,FLOYD,GANDY,1,FLOYD.GANDY@sakilacustomer.org,"1088 Ibirit Place",Zapopan,Mexico
1,NELLIE,GARRETT,1,NELLIE.GARRETT@sakilacustomer.org,"1964 Gijn Manor",Shimoga,India
1,RUBEN,GEARY,1,RUBEN.GEARY@sakilacustomer.org,"414 Mandaluyong Street",Lublin,Poland
1,VICTORIA,GIBSON,1,VICTORIA.GIBSON@sakilacustomer.org,"544 Malm Parkway",Pemalang,Indonesia
1,TANYA,GILBERT,1,TANYA.GILBERT@sakilacustomer.org,"647 A Corua (La Corua) Street",Naju,"South Korea"
1,DENNIS,GILMAN,1,DENNIS.GILMAN@sakilacustomer.org,"1443 Mardan Street",Paarl,"South Africa"
1,JOSEPHINE,GOMEZ,1,JOSEPHINE.GOMEZ@sakilacustomer.org,"211 Chiayi Drive",Etawah,India
1,NORMA,GONZALES,1,NORMA.GONZALES@sakilacustomer.org,"152 Kitwe Parkway",Bislig,Philippines
1,MARTHA,GONZALEZ,1,MARTHA.GONZALEZ@sakilacustomer.org,"269 Cam Ranh Parkway",Chisinau,Moldova
1,ADAM,GOOCH,1,ADAM.GOOCH@sakilacustomer.org,"230 Urawa Drive",Adoni,India
1,LESLIE,GORDON,1,LESLIE.GORDON@sakilacustomer.org,"374 Bat Yam Boulevard",Kilis,Turkey
1,DOUGLAS,GRAF,1,DOUGLAS.GRAF@sakilacustomer.org,"785 Vaduz Street",Mexicali,Mexico
1,RITA,GRAHAM,1,RITA.GRAHAM@sakilacustomer.org,"1386 Yangor Avenue",Toulon,France
1,BRANDY,GRAVES,1,BRANDY.GRAVES@sakilacustomer.org,"1944 Bamenda Way",Warren,"United States"
1,CHRISTOPHER,GRECO,1,CHRISTOPHER.GRECO@sakilacustomer.org,"1224 Huejutla de Reyes Boulevard",Brescia,Italy
1,JEANETTE,GREENE,1,JEANETTE.GREENE@sakilacustomer.org,"1077 San Felipe de Puerto Plata Place",Novoterkassk,"Russian Federation"
1,SONIA,GREGORY,1,SONIA.GREGORY@sakilacustomer.org,"1279 Udine Parkway","Benin City",Nigeria
1,ROSS,GREY,1,ROSS.GREY@sakilacustomer.org,"951 Springs Lane",Iligan,Philippines
1,LILLIAN,GRIFFIN,1,LILLIAN.GRIFFIN@sakilacustomer.org,"669 Firozabad Loop",al-Ayn,"United Arab Emirates"
1,THOMAS,GRIGSBY,1,THOMAS.GRIGSBY@sakilacustomer.org,"1191 Sungai Petani Boulevard","Kansas City","United States"
1,HARVEY,GUAJARDO,1,HARVEY.GUAJARDO@sakilacustomer.org,"600 Purnea (Purnia) Avenue",Vinh,Vietnam
1,TERRENCE,GUNDERSON,1,TERRENCE.GUNDERSON@sakilacustomer.org,"844 Bucuresti Place",Jinzhou,China
1,GLADYS,HAMILTON,1,GLADYS.HAMILTON@sakilacustomer.org,"1177 Jelets Way",Ilorin,Nigeria
1,GABRIEL,HARDER,1,GABRIEL.HARDER@sakilacustomer.org,"680 A Corua (La Corua) Manor",Sivas,Turkey
1,BRENT,HARKINS,1,BRENT.HARKINS@sakilacustomer.org,"319 Plock Parkway",Sultanbeyli,Turkey
1,ROBERTA,HARPER,1,ROBERTA.HARPER@sakilacustomer.org,"927 Barcelona Street","Shahr-e Kord",Iran
1,HELEN,HARRIS,1,HELEN.HARRIS@sakilacustomer.org,"419 Iligan Lane",Bhopal,India
1,WENDY,HARRISON,1,WENDY.HARRISON@sakilacustomer.org,"1107 Nakhon Sawan Avenue",Nezahualcyotl,Mexico
1,DANA,HART,1,DANA.HART@sakilacustomer.org,"1089 Iwatsuki Avenue",Kirovo-Tepetsk,"Russian Federation"
1,ARLENE,HARVEY,1,ARLENE.HARVEY@sakilacustomer.org,"1014 Loja Manor",Ambattur,India
1,COREY,HAUSER,1,COREY.HAUSER@sakilacustomer.org,"984 Novoterkassk Loop",Gaziantep,Turkey
1,JILL,HAWKINS,1,JILL.HAWKINS@sakilacustomer.org,"1440 Compton Place",Linz,Austria
1,LEE,HAWKS,1,LEE.HAWKS@sakilacustomer.org,"1661 Abha Drive",Pudukkottai,India
1,ROBIN,HAYES,1,ROBIN.HAYES@sakilacustomer.org,"1913 Kamakura Place",Jelets,"Russian Federation"
1,SHAWN,HEATON,1,SHAWN.HEATON@sakilacustomer.org,"1337 Mit Ghamr Avenue","Nakhon Sawan",Thailand
1,ANDREA,HENDERSON,1,ANDREA.HENDERSON@sakilacustomer.org,"320 Baiyin Parkway",Mahajanga,Madagascar
1,PAULINE,HENRY,1,PAULINE.HENRY@sakilacustomer.org,"261 Saint Louis Way",Torren,Mexico
1,TRACY,HERRMANN,1,TRACY.HERRMANN@sakilacustomer.org,"1074 Sanaa Parkway",Loja,Ecuador
1,CLAUDE,HERZOG,1,CLAUDE.HERZOG@sakilacustomer.org,"486 Ondo Parkway",Benguela,Angola
1,EDUARDO,HIATT,1,EDUARDO.HIATT@sakilacustomer.org,"1837 Kaduna Parkway",Jining,China
1,ZACHARY,HITE,1,ZACHARY.HITE@sakilacustomer.org,"98 Pyongyang Boulevard",Akron,"United States"
1,PHILLIP,HOLM,1,PHILLIP.HOLM@sakilacustomer.org,"102 Chapra Drive",Tama,Japan
1,LUCILLE,HOLMES,1,LUCILLE.HOLMES@sakilacustomer.org,"999 Sanaa Loop",Soshanguve,"South Africa"
1,TONI,HOLT,1,TONI.HOLT@sakilacustomer.org,"1936 Cuman Avenue",Roanoke,"United States"
1,HILDA,HOPKINS,1,HILDA.HOPKINS@sakilacustomer.org,"1831 Nam Dinh Loop",Mandaluyong,Philippines
1,RAY,HOULE,1,RAY.HOULE@sakilacustomer.org,"740 Udaipur Lane",Dzerzinsk,"Russian Federation"
1,BRANDON,HUEY,1,BRANDON.HUEY@sakilacustomer.org,"1912 Emeishan Drive",Balikesir,Turkey
1,ELEANOR,HUNT,1,ELEANOR.HUNT@sakilacustomer.org,"1952 Pune Lane",Saint-Denis,Runion
1,CHARLOTTE,HUNTER,1,CHARLOTTE.HUNTER@sakilacustomer.org,"758 Junan Lane","guas Lindas de Gois",Brazil
1,DANNY,ISOM,1,DANNY.ISOM@sakilacustomer.org,"734 Bchar Place",Okara,Pakistan
1,GEORGIA,JACOBS,1,GEORGIA.JACOBS@sakilacustomer.org,"954 Kimchon Place",Uttarpara-Kotrung,India
1,KATHY,JAMES,1,KATHY.JAMES@sakilacustomer.org,"492 Cam Ranh Street",Baybay,Philippines
1,LOUISE,JENKINS,1,LOUISE.JENKINS@sakilacustomer.org,"929 Tallahassee Loop",Springs,"South Africa"
1,NAOMI,JENNINGS,1,NAOMI.JENNINGS@sakilacustomer.org,"1884 Shikarpur Avenue",Karnal,India
1,PATRICIA,JOHNSON,1,PATRICIA.JOHNSON@sakilacustomer.org,"1121 Loja Avenue","San Bernardino","United States"
1,KRISTIN,JOHNSTON,1,KRISTIN.JOHNSTON@sakilacustomer.org,"226 Brest Manor",Sunnyvale,"United States"
1,JERRY,JORDON,1,JERRY.JORDON@sakilacustomer.org,"124 al-Manama Way",Onomichi,Japan
1,CHRISTIAN,JUNG,0,CHRISTIAN.JUNG@sakilacustomer.org,"949 Allende Lane",Amroha,India
1,ALAN,KAHN,1,ALAN.KAHN@sakilacustomer.org,"753 Ilorin Avenue",Emeishan,China
1,DENISE,KELLY,1,DENISE.KELLY@sakilacustomer.org,"1206 Dos Quebradas Place","Rio Claro",Brazil
1,JEROME,KENYON,1,JEROME.KENYON@sakilacustomer.org,"1872 Toulon Loop",Rancagua,Chile
1,REGINALD,KINDER,1,REGINALD.KINDER@sakilacustomer.org,"519 Brescia Parkway",Madiun,Indonesia
1,MELISSA,KING,1,MELISSA.KING@sakilacustomer.org,"1668 Anpolis Street",Lungtan,Taiwan
1,GAIL,KNIGHT,1,GAIL.KNIGHT@sakilacustomer.org,"185 Novi Sad Place",Bern,Switzerland
1,KELLY,KNOTT,1,KELLY.KNOTT@sakilacustomer.org,"390 Wroclaw Way",Sanya,China
1,CHARLES,KOWALSKI,1,CHARLES.KOWALSKI@sakilacustomer.org,"715 So Bernardo do Campo Lane","Sungai Petani",Malaysia
1,JACOB,LANCE,1,JACOB.LANCE@sakilacustomer.org,"1866 al-Qatif Avenue","El Monte","United States"
1,RENEE,LANE,1,RENEE.LANE@sakilacustomer.org,"533 al-Ayn Boulevard",Compton,"United States"
1,LAURIE,LAWRENCE,1,LAURIE.LAWRENCE@sakilacustomer.org,"9 San Miguel de Tucumn Manor",Firozabad,India
1,LOUIS,LEONE,1,LOUIS.LEONE@sakilacustomer.org,"1191 Tandil Drive",Tanauan,Philippines
1,GEORGE,LINTON,1,GEORGE.LINTON@sakilacustomer.org,"1957 Yantai Lane",Sorocaba,Brazil
1,DWIGHT,LOMBARDI,1,DWIGHT.LOMBARDI@sakilacustomer.org,"1497 Fengshan Drive",Chatsworth,"South Africa"
1,AMY,LOPEZ,1,AMY.LOPEZ@sakilacustomer.org,"176 Mandaluyong Place",Jhansi,India
1,BARRY,LOVELACE,1,BARRY.LOVELACE@sakilacustomer.org,"1836 Korla Parkway",Kitwe,Zambia
1,VELMA,LUCAS,1,VELMA.LUCAS@sakilacustomer.org,"1155 Liaocheng Place",Effon-Alaiye,Nigeria
1,LEWIS,LYMAN,1,LEWIS.LYMAN@sakilacustomer.org,"632 Usolje-Sibirskoje Parkway",Ashqelon,Israel
1,JACKIE,LYNCH,1,JACKIE.LYNCH@sakilacustomer.org,"98 Stara Zagora Boulevard",Buenaventura,Colombia
1,JOSHUA,MARK,1,JOSHUA.MARK@sakilacustomer.org,"1920 Weifang Avenue",Rampur,India
1,SHERRY,MARSHALL,1,SHERRY.MARSHALL@sakilacustomer.org,"1987 Coacalco de Berriozbal Loop","Shubra al-Khayma",Egypt
1,CALVIN,MARTEL,1,CALVIN.MARTEL@sakilacustomer.org,"138 Caracas Boulevard",Maracabo,Venezuela
1,RUTH,MARTINEZ,1,RUTH.MARTINEZ@sakilacustomer.org,"1417 Lancaster Avenue",Kimberley,"South Africa"
1,HAROLD,MARTINO,1,HAROLD.MARTINO@sakilacustomer.org,"1293 Nam Dinh Way","Boa Vista",Brazil
1,GREGORY,MAULDIN,1,GREGORY.MAULDIN@sakilacustomer.org,"507 Smolensk Loop",Sousse,Tunisia
1,GWENDOLYN,MAY,1,GWENDOLYN.MAY@sakilacustomer.org,"446 Kirovo-Tepetsk Lane",Higashiosaka,Japan
1,VERA,MCCOY,1,VERA.MCCOY@sakilacustomer.org,"1168 Najafabad Parkway",Kabul,Afghanistan
1,RICHARD,MCCRARY,1,RICHARD.MCCRARY@sakilacustomer.org,"913 Coacalco de Berriozbal Loop",Arlington,"United States"
1,EDITH,MCDONALD,1,EDITH.MCDONALD@sakilacustomer.org,"1967 Sincelejo Place",Gandhinagar,India
1,SAM,MCDUFFIE,1,SAM.MCDUFFIE@sakilacustomer.org,"656 Matamoros Drive",Sogamoso,Colombia
1,MIRIAM,MCKINNEY,1,MIRIAM.MCKINNEY@sakilacustomer.org,"1336 Benin City Drive",Otsu,Japan
1,RICARDO,MEADOR,1,RICARDO.MEADOR@sakilacustomer.org,"591 Sungai Petani Drive",Okayama,Japan
1,CORY,MEEHAN,1,CORY.MEEHAN@sakilacustomer.org,"556 Asuncin Way",Mogiljov,Belarus
1,ANTONIO,MEEK,1,ANTONIO.MEEK@sakilacustomer.org,"1190 0 Place",Bag,Brazil
1,CASEY,MENA,1,CASEY.MENA@sakilacustomer.org,"539 Hami Way",Tokat,Turkey
1,PETER,MENARD,1,PETER.MENARD@sakilacustomer.org,"1217 Konotop Avenue",Ede,Netherlands
1,MARIAN,MENDOZA,1,MARIAN.MENDOZA@sakilacustomer.org,"829 Grand Prairie Way",Maring,Brazil
1,NATALIE,MEYER,1,NATALIE.MEYER@sakilacustomer.org,"1201 Qomsheh Manor","Aparecida de Goinia",Brazil
1,JESSIE,MILAM,1,JESSIE.MILAM@sakilacustomer.org,"1332 Gaziantep Lane",Binzhou,China
1,MARIA,MILLER,1,MARIA.MILLER@sakilacustomer.org,"900 Santiago de Compostela Parkway",Kragujevac,Yugoslavia
1,ALICIA,MILLS,1,ALICIA.MILLS@sakilacustomer.org,"1963 Moscow Place",Nagaon,India
1,TOM,MILNER,1,TOM.MILNER@sakilacustomer.org,"535 Ahmadnagar Manor","Abu Dhabi","United Arab Emirates"
1,STEPHANIE,MITCHELL,1,STEPHANIE.MITCHELL@sakilacustomer.org,"42 Brindisi Place",Yerevan,Armenia
1,STACEY,MONTGOMERY,1,STACEY.MONTGOMERY@sakilacustomer.org,"1333 Haldia Street",Fuyu,China
1,STELLA,MORENO,1,STELLA.MORENO@sakilacustomer.org,"1473 Changhwa Parkway","Coacalco de Berriozbal",Mexico
1,HEATHER,MORRIS,1,HEATHER.MORRIS@sakilacustomer.org,"17 Kabul Boulevard",Nagareyama,Japan
1,BESSIE,MORRISON,1,BESSIE.MORRISON@sakilacustomer.org,"1926 Gingoog Street",Syrakusa,Italy
1,JASON,MORRISSEY,1,JASON.MORRISSEY@sakilacustomer.org,"1427 A Corua (La Corua) Place","Baha Blanca",Argentina
1,BRADLEY,MOTLEY,1,BRADLEY.MOTLEY@sakilacustomer.org,"1596 Acua Parkway","Purnea (Purnia)",India
1,CHERYL,MURPHY,1,CHERYL.MURPHY@sakilacustomer.org,"1213 Ranchi Parkway",Mysore,India
1,THELMA,MURRAY,1,THELMA.MURRAY@sakilacustomer.org,"1175 Tanauan Way",Lima,Peru
1,MANUEL,MURRELL,1,MANUEL.MURRELL@sakilacustomer.org,"692 Amroha Drive",Jaffna,"Sri Lanka"
1,PEGGY,MYERS,1,PEGGY.MYERS@sakilacustomer.org,"733 Mandaluyong Place",Abha,"Saudi Arabia"
1,PENNY,NEAL,0,PENNY.NEAL@sakilacustomer.org,"1675 Xiangfan Manor",Kumbakonam,India
1,DEBRA,NELSON,1,DEBRA.NELSON@sakilacustomer.org,"306 Antofagasta Place","Vila Velha",Brazil
1,PATRICK,NEWSOM,1,PATRICK.NEWSOM@sakilacustomer.org,"68 Ponce Parkway",Hanoi,Vietnam
